타카, 60, 176
가다, 67, 185
자차, 58, 147
아사, 40, 176
바다, 87, 189
라차, 73, 183
마아, 71, 157
라하, 97, 159
하마, 68, 175
하파, 70, 167
타다, 64, 154
바카, 88, 158
자라, 81, 167
가타, 57, 167
다바, 70, 182
나라, 82, 170
파가, 77, 156
아바, 72, 154
가차, 76, 171
가카, 84, 164
사라, 60, 158
마가, 88, 185
사나, 63, 159
사마, 94, 197
라다, 61, 157
다마, 72, 162
사사, 50, 192
가다, 64, 187
가다, 96, 144
하마, 56, 147
아파, 71, 186
라다, 97, 197
나나, 65, 142
마사, 47, 160
가파, 60, 169
다차, 59, 192
바라, 50, 187
타파, 45, 195
자파, 78, 166
하차, 87, 145
차카, 91, 156
아카, 69, 195
하가, 89, 178
바아, 90, 159
가나, 62, 197
바바, 66, 150
타가, 90, 145
파카, 45, 171
아타, 74, 165
바다, 55, 177
자차, 93, 168
자차, 68, 188
타사, 40, 165
나가, 82, 160
사자, 54, 148
차라, 56, 197
바차, 99, 188
사차, 47, 162
타바, 98, 177
나타, 43, 149
카카, 48, 181
마나, 81, 177
나타, 43, 191
파하, 60, 140
사차, 65, 189
마차, 91, 190
차다, 94, 177
가하, 99, 148
차아, 82, 157
파아, 88, 157
차마, 96, 181
바타, 61, 157
파가, 56, 185
바다, 47, 181
타다, 61, 186
아카, 52, 168
사하, 48, 154
타다, 48, 155
차가, 81, 176
하바, 70, 184
바차, 57, 142
아나, 65, 194
자하, 77, 152
바자, 60, 161
하차, 54, 142
차바, 91, 168
카사, 80, 162
다자, 70, 140
라다, 92, 164
바아, 96, 153
카아, 75, 183
가바, 56, 155
파바, 95, 143
나카, 70, 180
차다, 62, 181
바사, 46, 181
다마, 81, 168
차가, 73, 141
카나, 52, 166
사다, 91, 167
라카, 77, 153
타다, 58, 175
라카, 42, 196
파타, 67, 152
카아, 87, 158
바가, 70, 173
라사, 76, 183
바가, 90, 186
바자, 62, 180
자다, 64, 176
마마, 41, 159
마타, 40, 196
타라, 42, 165
라아, 40, 187
카나, 99, 192
카아, 48, 195
바아, 41, 155
가다, 82, 144
가다, 91, 190
라자, 64, 186
타자, 69, 192
나아, 87, 155
마나, 73, 149
나타, 97, 165
가가, 47, 141
바마, 91, 161
자파, 68, 184
타카, 97, 169
타다, 41, 192
자나, 72, 173
파하, 88, 150
바타, 79, 194
라타, 52, 192
자카, 77, 148
타자, 64, 197
차사, 86, 155
카아, 42, 152
가마, 84, 172
차아, 40, 189
자사, 66, 172
파자, 47, 155
타카, 53, 158
나마, 84, 167
차아, 42, 176
다사, 70, 163
바바, 76, 169
사라, 52, 185
타파, 75, 168
다차, 63, 189
파다, 94, 190
다차, 88, 156
다아, 47, 165
자마, 95, 161
다다, 54, 160
사바, 47, 167
나마, 85, 145
다나, 55, 147
가자, 90, 172
타아, 57, 179
나파, 62, 195
아카, 47, 181
차라, 93, 196
라나, 76, 143
파타, 98, 198
카바, 46, 149
마아, 70, 182
아자, 79, 151
파차, 78, 184
차카, 88, 153
자가, 44, 174
나자, 56, 173
나카, 96, 146
라차, 76, 175
카타, 90, 162
차나, 52, 166
라차, 92, 196
하나, 60, 149
차카, 59, 182
타자, 96, 164
자자, 55, 147
가라, 95, 198
아파, 86, 145
자바, 97, 165
라차, 65, 171
나사, 68, 161
차다, 74, 174
자타, 59, 143
라라, 54, 146
나아, 40, 170
하마, 83, 193
다카, 66, 174
다차, 45, 168
가라, 97, 190
하마, 91, 163
타아, 86, 179
타바, 68, 169
카바, 40, 146
마자, 98, 155
가카, 45, 145
타가, 46, 179
라카, 46, 198
카하, 51, 166
카타, 72, 165
자다, 96, 149
타다, 79, 187
타파, 65, 167
자사, 56, 152
카라, 77, 172
다바, 65, 151
파카, 91, 182
하마, 40, 154
아하, 85, 197
나바, 92, 165
가사, 79, 187
자차, 64, 161
타타, 92, 175
차아, 44, 183
나사, 84, 156
나파, 84, 163
파차, 56, 151
타카, 73, 177
나차, 98, 187
파라, 87, 158
파다, 77, 140
바사, 51, 142
라나, 88, 151
하파, 65, 153
하아, 99, 162
나마, 81, 169
가마, 47, 186
다마, 70, 150
사아, 91, 168
카바, 52, 142
차바, 77, 169
아사, 90, 143
하파, 59, 174
카라, 58, 163
사하, 85, 184
사라, 91, 161
다마, 50, 175
카사, 76, 178
하차, 85, 141
사차, 46, 197
파나, 54, 196
마다, 40, 176
마차, 76, 188
자아, 86, 194
마가, 66, 171
하자, 78, 164
하카, 51, 196
가카, 94, 189
나타, 49, 183
카바, 58, 182
타사, 51, 157
가파, 48, 166
카차, 78, 163
카카, 55, 160
자아, 86, 144
하사, 45, 187
자타, 96, 150
파라, 91, 147
바아, 75, 195
차다, 69, 168
가나, 90, 189
라나, 70, 162
파마, 77, 174
사사, 98, 180
바바, 99, 186
아파, 73, 198
하하, 70, 167
라아, 66, 176
라라, 90, 153
마아, 97, 168
자타, 86, 172
가라, 52, 175
아카, 51, 191
다나, 50, 190
가사, 68, 178
아자, 81, 197
바가, 44, 161
자파, 80, 142
하사, 48, 146
마바, 69, 175
아차, 90, 190
바하, 90, 164
파다, 48, 180
자마, 79, 149
차아, 99, 189
바자, 42, 165
하가, 86, 188
자하, 95, 172
카사, 52, 166
사타, 49, 153
마나, 92, 190
하타, 70, 180
파자, 84, 160
사카, 96, 179
마마, 58, 170
하마, 55, 188
바사, 48, 180
카파, 58, 159
가가, 61, 177
타바, 85, 144
바타, 66, 191
하아, 55, 149
카아, 44, 196
라카, 72, 183
나다, 42, 184
파아, 45, 196
하바, 74, 178
카타, 80, 199
다바, 89, 188
다가, 87, 169
바아, 73, 145
다아, 50, 193
차아, 94, 160
다마, 63, 144
카하, 61, 181
다파, 99, 196
나카, 61, 185
타카, 45, 175
가하, 79, 180
자가, 40, 156
마하, 65, 150
라타, 52, 183
가파, 63, 150
아하, 60, 146
아파, 57, 193
하마, 73, 180
라바, 45, 192
하바, 77, 187
파사, 63, 170
사아, 58, 162
가나, 79, 149
나타, 82, 150
카가, 58, 167
카사, 93, 180
마타, 74, 171
라다, 47, 189
파다, 66, 177
바다, 40, 188
차자, 72, 160
차바, 95, 182
마타, 84, 199
사바, 91, 157
차파, 74, 178
타자, 57, 156
자자, 90, 196
타타, 50, 195
차라, 68, 179
다타, 89, 177
사자, 55, 142
마나, 88, 175
차마, 89, 181
아사, 47, 152
하라, 61, 183
차자, 68, 175
하카, 46, 188
하다, 88, 197
자마, 52, 166
나카, 50, 154
파가, 68, 141
자자, 70, 191
카바, 49, 150
파다, 93, 157
하다, 64, 162
라자, 62, 177
타파, 40, 178
파마, 45, 165
파가, 43, 194
다가, 76, 168
아파, 55, 175
가파, 84, 142
나하, 84, 184
하자, 59, 160
아차, 85, 170
자차, 71, 186
파아, 43, 180
파다, 73, 191
다사, 56, 157
나카, 89, 192
가카, 50, 173
차아, 44, 181
다타, 84, 166
파가, 77, 147
사마, 40, 178
카바, 84, 149
라라, 51, 156
타나, 77, 171
가자, 83, 171
타아, 90, 140
차가, 89, 188
카타, 57, 179
마나, 94, 159
라라, 92, 140
타마, 78, 178
아바, 46, 140
사아, 53, 182
가타, 44, 158
바바, 65, 150
파마, 59, 155
카가, 85, 149
카차, 84, 188
가파, 94, 149
나다, 43, 142
나파, 89, 165
아차, 90, 172
파파, 59, 147
하타, 65, 143
사마, 58, 169
사하, 94, 188
하사, 75, 145
파나, 43, 187
바다, 66, 140
나자, 72, 174
다파, 78, 142
차하, 54, 143
타파, 91, 157
다사, 72, 154
파나, 67, 183
바카, 78, 195
카가, 64, 169
타마, 72, 193
카가, 74, 189
나자, 73, 162
나하, 70, 144
바카, 42, 143
마하, 63, 150
다사, 60, 155
바파, 41, 188
나바, 97, 191
파카, 72, 178
아라, 47, 179
사하, 90, 181
파라, 66, 160
타파, 61, 144
카파, 68, 157
라라, 45, 164
파파, 81, 164
다라, 63, 175
아나, 88, 189
다바, 85, 173
하가, 45, 185
타차, 83, 146
다가, 85, 153
가하, 89, 173
다하, 73, 198
가바, 98, 195
마파, 44, 147
나타, 77, 173
다다, 83, 146
파사, 68, 190
하하, 86, 172
사마, 49, 147
나다, 62, 171
파카, 70, 147
카가, 91, 193
하마, 57, 167
파나, 85, 194
아마, 75, 173
카차, 67, 169
자바, 76, 180
카하, 56, 183
타타, 62, 150
타라, 46, 198
라바, 80, 198
다타, 50, 180
카자, 81, 180
라가, 58, 176
다라, 99, 188
나나, 70, 192
나가, 56, 160
가마, 85, 171
라타, 81, 173
자가, 61, 147
다사, 55, 153
자라, 56, 157
라사, 89, 170
나자, 41, 146
바카, 59, 194
하차, 61, 197
마사, 78, 148
차아, 51, 166
하라, 82, 187
카바, 81, 199
파파, 69, 187
자나, 54, 140
가아, 73, 142
사라, 79, 152
하차, 83, 164
파파, 64, 197
바나, 50, 190
나차, 89, 156
바아, 76, 146
차자, 52, 183
자사, 60, 182
사파, 89, 150
파차, 56, 147
라자, 40, 156
아차, 51, 160
가아, 94, 182
사나, 98, 165
파하, 81, 186
파바, 45, 190
바마, 80, 141
카자, 67, 151
차파, 87, 157
라다, 64, 191
파바, 62, 167
자마, 81, 179
차차, 95, 166
바카, 68, 195
아카, 59, 178
가차, 63, 185
라다, 44, 170
사나, 63, 198
아다, 77, 193
파사, 55, 143
하마, 96, 161
차마, 60, 195
나마, 73, 170
나카, 69, 190
사마, 57, 182
사다, 96, 193
파다, 90, 160
카자, 77, 192
타타, 50, 151
하다, 86, 152
마하, 49, 178
자자, 90, 142
바가, 69, 181
나자, 93, 197
타사, 96, 147
사바, 57, 191
자나, 58, 147
마파, 63, 160
다하, 85, 158
나타, 82, 141
가바, 86, 195
하차, 64, 194
하마, 98, 177
사다, 91, 155
사카, 77, 156
사파, 81, 175
가카, 69, 184
사바, 53, 150
하마, 55, 144
라자, 75, 181
하바, 54, 152
바사, 82, 183
아마, 58, 195
타아, 97, 196
다하, 92, 199
하나, 63, 169
타나, 84, 191
다가, 71, 169
가바, 83, 172
사카, 47, 159
사아, 97, 178
카라, 62, 176
자파, 94, 156
가마, 41, 199
하카, 54, 166
자파, 72, 172
아파, 57, 162
바가, 84, 167
차차, 97, 174
타바, 83, 198
다가, 60, 169
하나, 76, 178
타하, 84, 155
차바, 86, 180
바아, 90, 183
마다, 84, 188
마아, 43, 150
카사, 99, 142
마나, 50, 159
차차, 75, 158
라카, 85, 180
다다, 51, 174
차라, 98, 188
파하, 89, 140
다아, 83, 198
마파, 52, 181
마가, 84, 148
파아, 71, 164
차라, 50, 167
하바, 45, 166
사사, 88, 142
카차, 50, 140
파가, 91, 179
타사, 61, 154
아가, 65, 148
가카, 61, 166
라자, 74, 159
나자, 40, 150
카아, 62, 165
하아, 79, 158
아파, 51, 175
다가, 98, 170
차가, 51, 189
가라, 53, 172
파카, 62, 193
가사, 78, 195
마라, 68, 185
사마, 77, 146
자파, 88, 168
차사, 55, 163
아자, 84, 160
사하, 95, 196
다사, 48, 146
사나, 51, 161
차아, 60, 169
파자, 56, 187
차다, 65, 166
카카, 66, 175
다마, 48, 162
타파, 72, 162
카자, 90, 194
마가, 92, 187
사자, 50, 164
다파, 59, 187
차자, 48, 144
라사, 99, 151
카사, 40, 166
하사, 94, 154
파아, 76, 147
하카, 78, 199
나파, 43, 166
라파, 68, 193
타사, 66, 186
마바, 69, 151
타바, 83, 151
아하, 90, 193
다파, 62, 142
타다, 90, 172
라아, 95, 195
파사, 65, 157
사차, 55, 186
파아, 91, 171
자카, 56, 185
라다, 42, 185
가바, 41, 198
마차, 90, 172
다가, 59, 144
나바, 91, 157
자다, 98, 181
파자, 86, 147
라마, 68, 178
라라, 74, 184
카다, 89, 169
자라, 41, 155
자하, 69, 195
나다, 99, 158
사사, 71, 163
하타, 59, 176
다카, 89, 199
타가, 94, 156
카하, 45, 174
타라, 99, 155
사하, 95, 177
차파, 59, 149
카다, 54, 163
가라, 56, 160
나차, 60, 178
자하, 88, 164
차마, 75, 189
하파, 56, 149
라하, 57, 186
자마, 89, 178
다하, 46, 181
나라, 86, 150
사차, 65, 169
타라, 97, 157
가나, 96, 149
타가, 80, 144
차아, 60, 142
나아, 67, 168
나다, 40, 141
나가, 65, 180
다사, 81, 147
자바, 52, 151
타차, 62, 173
마하, 86, 169
다라, 51, 163
카나, 73, 154
자나, 97, 182
차가, 55, 148
파다, 76, 149
파자, 65, 145
타아, 50, 194
카타, 97, 182
아파, 60, 151
나사, 76, 153
사자, 50, 176
파다, 50, 186
나파, 69, 150
아나, 63, 149
파파, 78, 178
라다, 89, 158
마파, 68, 185
차자, 73, 199
다하, 59, 171
아사, 82, 148
타자, 99, 195
하다, 82, 142
파카, 80, 196
나하, 45, 183
파마, 84, 162
타파, 58, 146
가바, 64, 152
타사, 55, 171
타바, 68, 196
카카, 95, 194
나마, 55, 150
바자, 53, 180
자자, 90, 141
가라, 65, 193
마파, 45, 189
가하, 91, 175
하가, 81, 191
라마, 62, 170
다아, 56, 151
사자, 53, 160
사사, 63, 199
타가, 68, 195
타타, 60, 141
라차, 47, 155
카가, 75, 163
자사, 47, 143
차다, 99, 164
타파, 55, 160
파카, 95, 151
아파, 52, 149
차차, 41, 160
가다, 54, 198
자가, 94, 172
차사, 89, 176
라자, 99, 162
카자, 43, 194
파사, 58, 150
아다, 42, 151
사카, 86, 150
가차, 63, 168
차아, 93, 161
바자, 64, 152
마나, 73, 160
하자, 43, 171
나타, 77, 159
라파, 82, 182
하라, 43, 175
차자, 67, 150
가나, 60, 160
